,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5
ztf-11,2.259887,3.7732291,0.0,1.8397007,3.2292788,4.4533515
mex-6,0.0,0.0,0.0,0.0,0.0,0.0
mab-23,0.0,0.0,0.0,0.0,0.0,0.0
dmd-6,0.0,0.0,0.0,0.61323357,0.0,0.0
dmd-4,0.0,0.0,0.0,0.0,0.0,0.0
dmd-10,0.0,0.0,0.0,0.0,0.0,0.0
dmd-3,0.0,0.0,0.0,0.0,0.0,0.0
dmd-5,2.259887,0.0,2.8579593,0.0,0.0,0.0
dmd-8,0.0,0.0,0.0,0.0,0.0,0.0
efl-2,0.0,0.0,0.0,0.0,0.0,0.0
fkh-9,0.0,0.0,0.0,0.0,0.0,0.0
fkh-6,0.0,0.0,0.0,0.0,0.0,0.0
egl-18,4.519774,7.5464582,2.8579593,9.1985035,8.61141,8.906703
end-1,0.0,0.0,0.0,0.0,0.0,0.0
end-3,0.0,0.0,0.0,0.0,0.0,0.0
med-1,0.0,0.0,0.0,0.0,0.0,0.0
ceh-23,0.0,0.0,0.0,0.0,0.0,0.0
ceh-36,0.0,0.0,0.0,0.0,0.0,0.0
ceh-37,0.0,16.036224,0.0,0.61323357,0.0,0.0
ceh-57,0.0,0.0,0.0,0.0,0.0,0.0
ceh-58,0.0,0.0,0.0,0.0,0.0,0.0
ceh-90,0.0,0.0,0.0,0.0,0.0,0.0
eyg-1,0.0,0.0,0.0,0.0,0.0,0.0
ceh-18,0.0,0.0,0.0,0.0,0.0,0.0
hsf-1,0.0,0.0,0.0,0.0,0.0,0.0
madf-4,0.0,0.0,0.0,0.0,0.0,0.0
unc-120,0.0,0.0,0.0,0.0,0.0,0.0
daf-12,0.0,0.0,0.0,0.0,0.0,0.0
nhr-1,0.0,0.0,0.0,0.0,0.0,0.0
nhr-3,0.0,0.0,0.0,0.0,0.0,0.0
nhr-7,0.0,2.8299217,0.0,0.61323357,0.0,0.0
nhr-4,0.0,0.0,0.0,0.0,0.0,0.0
nhr-42,0.0,0.0,0.0,0.0,0.0,0.0
nhr-46,0.0,0.9433073,0.0,0.61323357,0.0,0.0
nhr-66,0.0,0.0,0.0,0.0,0.0,0.0
nhr-12,0.0,0.0,0.0,0.0,0.0,0.0
nhr-104,0.0,0.0,0.0,0.0,0.0,0.0
nhr-120,0.0,0.0,0.0,0.0,0.0,0.0
nhr-60,0.0,0.0,0.0,0.0,0.0,0.0
nhr-44,0.0,0.0,0.0,0.0,0.0,0.0
nhr-54,0.0,0.0,0.0,0.0,0.0,0.0
nhr-216,0.0,0.0,0.0,0.0,0.0,0.0
pax-2,0.0,0.0,0.0,0.0,0.0,0.0
mbr-1,0.0,0.0,0.0,0.0,0.0,0.0
pros-1,0.0,0.0,0.0,0.0,0.0,0.0
daf-19,0.0,0.0,0.0,0.0,0.0,0.0
egl-13,0.0,0.0,0.0,0.0,0.0,0.0
gei-3,0.0,0.0,0.0,0.0,0.0,0.0
pop-1,0.0,0.0,0.0,0.0,0.0,2.2266757
tbx-33,0.0,0.0,0.0,0.0,0.0,0.0
tbx-37,0.0,5.6598434,0.0,0.61323357,0.0,0.0
tbx-43,0.0,0.9433073,0.0,0.0,0.0,0.0
fkh-7,0.0,3.7732291,0.0,0.61323357,0.0,0.0
tbx-2,2.259887,0.0,0.0,0.0,0.0,2.2266757
hlh-25,0.0,0.0,0.0,0.0,1.0764263,0.0
lin-54,0.0,0.9433073,0.0,1.2264671,0.0,2.2266757
lin-28,0.0,0.0,0.0,0.61323357,0.0,0.0
nhr-132,0.0,0.0,0.0,0.0,0.0,0.0
nhr-6,0.0,0.0,0.0,0.0,0.0,0.0
cfi-1,0.0,0.0,0.0,0.0,0.0,0.0
ces-2,0.0,0.0,0.0,0.0,0.0,0.0
zip-8,0.0,0.0,0.0,0.0,0.0,0.0
unc-4,0.0,0.0,0.0,0.0,0.0,0.0
eor-1,0.0,1.8866146,2.8579593,2.4529343,1.0764263,2.2266757
ztf-2,0.0,0.0,0.0,0.0,0.0,0.0
ztf-28,2.259887,0.0,0.0,0.61323357,1.0764263,0.0
cey-1,0.0,0.9433073,2.8579593,2.4529343,1.0764263,0.0
ceh-48,0.0,0.0,0.0,1.2264671,0.0,0.0
daf-16,0.0,0.0,0.0,0.0,0.0,0.0
ceh-7,0.0,0.0,0.0,0.0,0.0,0.0
irx-1,0.0,0.0,2.8579593,0.0,0.0,0.0
ceh-10,0.0,0.0,0.0,0.0,0.0,0.0
ceh-16,0.0,0.0,0.0,0.0,0.0,0.0
ceh-24,0.0,0.0,0.0,0.0,0.0,0.0
pal-1,0.0,0.0,0.0,0.61323357,0.0,0.0
pha-2,0.0,0.0,0.0,0.0,0.0,0.0
unc-62,0.0,0.0,2.8579593,1.2264671,4.305705,4.4533515
ceh-54,0.0,0.0,0.0,0.0,0.0,0.0
ceh-9,0.0,0.0,0.0,0.0,0.0,0.0
unc-86,0.0,0.0,0.0,0.0,0.0,0.0
madf-5,0.0,0.0,0.0,0.0,0.0,0.0
madf-9,0.0,0.0,0.0,0.0,0.0,0.0
nhr-18,0.0,0.0,0.0,0.0,0.0,0.0
nhr-130,0.0,0.0,0.0,0.0,0.0,0.0
nhr-10,0.0,0.0,0.0,0.61323357,0.0,0.0
nhr-84,0.0,0.0,0.0,0.0,0.0,0.0
nhr-145,0.0,0.0,0.0,0.0,0.0,0.0
nhr-36,0.0,0.0,0.0,0.0,0.0,0.0
nhr-55,0.0,0.0,0.0,0.0,0.0,0.0
nhr-79,0.0,0.0,0.0,0.0,0.0,0.0
npax-1,0.0,0.0,0.0,0.0,0.0,0.0
spe-44,0.0,0.0,0.0,0.0,0.0,0.0
sem-2,0.0,0.0,0.0,0.61323357,1.0764263,0.0
athp-1,4.519774,0.0,0.0,0.61323357,0.0,0.0
elt-3,0.0,0.0,0.0,0.0,0.0,0.0
mdl-1,0.0,0.0,0.0,0.0,0.0,0.0
blmp-1,0.0,0.0,0.0,0.0,0.0,0.0
egl-27,0.0,4.7165365,0.0,0.61323357,0.0,2.2266757
nhr-25,0.0,0.0,0.0,0.0,0.0,0.0
dpl-1,0.0,1.8866146,0.0,0.0,3.2292788,2.2266757
egl-5,0.0,0.0,0.0,0.0,0.0,0.0
hlh-10,0.0,0.0,0.0,0.0,0.0,0.0
nhr-239,0.0,0.0,0.0,0.0,0.0,0.0
atf-5,0.0,0.0,0.0,0.0,0.0,0.0
M03D4.4,0.0,0.0,0.0,0.61323357,0.0,0.0
lin-31,0.0,0.0,0.0,0.0,0.0,0.0
odr-7,0.0,0.0,0.0,0.0,0.0,0.0
hlh-27,0.0,0.0,0.0,0.0,5.382131,0.0
ceh-74,0.0,0.9433073,0.0,0.0,1.0764263,0.0
zfh-2,0.0,0.0,0.0,0.0,0.0,0.0
egl-38,0.0,0.0,0.0,0.0,0.0,0.0
sma-4,0.0,0.0,0.0,0.0,0.0,0.0
tbx-40,0.0,0.0,0.0,0.0,0.0,0.0
cdc-5L,6.779661,1.8866146,2.8579593,11.651438,6.4585576,4.4533515
fezf-1,0.0,0.0,0.0,0.0,0.0,0.0
ref-1,0.0,0.9433073,0.0,0.0,0.0,0.0
fkh-10,0.0,0.0,0.0,0.0,0.0,0.0
pax-1,0.0,0.0,0.0,0.0,0.0,0.0
efl-3,0.0,0.0,0.0,0.0,0.0,0.0
dpy-27,0.0,0.9433073,0.0,0.61323357,0.0,0.0
zip-7,0.0,0.0,0.0,0.0,0.0,0.0
elt-7,0.0,0.0,0.0,0.0,0.0,0.0
nhr-5,0.0,0.0,0.0,0.0,0.0,0.0
nhr-65,0.0,0.0,0.0,0.0,0.0,0.0
tbx-39,0.0,0.0,0.0,0.0,0.0,0.0
hmg-12,0.0,0.0,0.0,0.61323357,0.0,0.0
hlh-28,0.0,0.0,0.0,0.0,0.0,0.0
efl-1,0.0,1.8866146,5.7159185,1.2264671,2.1528525,2.2266757
hlh-16,0.0,0.0,0.0,0.61323357,0.0,0.0
xbp-1,0.0,0.0,0.0,1.8397007,0.0,2.2266757
cebp-1,0.0,0.0,0.0,0.0,0.0,0.0
atf-8,0.0,0.0,0.0,0.0,0.0,0.0
lin-15B,0.0,2.8299217,2.8579593,4.9058685,2.1528525,0.0
