,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9
unc-6,3.6773717,7.3300347,0.98765427,4.40044,0.0,3.6941264,0.0,3.7299516,4.428698,6.4377685
lgc-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C53A3.2,0.0,0.0,1.9753085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F16H11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R02D3.1,3.6773717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agr-1,0.0,0.0,0.0,0.0,0.0,0.0,8.516074,1.8649758,0.0,0.0
Y37D8A.2,0.0,0.0,0.98765427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ace-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enpl-1,11.032116,6.41378,2.9629629,2.20022,2.540005,7.3882527,2.1290185,3.7299516,4.428698,2.145923
psa-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bbs-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unc-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dhs-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F58F9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8649758,0.0,0.0
ceh-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pqn-44,2.4515812,0.0,0.98765427,0.0,0.0,2.462751,0.0,0.0,0.0,0.0
R12B2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lag-1,0.0,0.0,0.0,0.0,0.0,0.0,2.1290185,0.0,0.0,0.0
cutl-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7299516,0.0,0.0
pcrg-1,0.0,0.0,0.0,0.0,0.0,1.2313755,0.0,0.0,0.0,2.145923
nhr-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K06A4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daf-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lin-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sams-1,1.2257906,0.0,0.0,0.0,0.0,2.462751,0.0,0.0,0.0,0.0
E02A10.3,0.0,0.0,0.0,0.0,0.0,6.1568775,0.0,0.0,0.0,0.0
F32D1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm-6,0.0,0.0,0.98765427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lbp-3,2.4515812,0.0,0.98765427,0.0,2.540005,1.2313755,0.0,1.8649758,6.6430473,0.0
wrt-10,0.0,0.0,0.0,0.0,7.620015,1.2313755,0.0,0.0,0.0,0.0
C16B8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inx-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gcy-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saeg-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1054.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fbxa-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cof-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T19D12.6,0.0,0.0,0.0,0.0,0.0,2.462751,0.0,0.0,0.0,0.0
flp-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D2092.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lin-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C44C1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tbc-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C17G1.5,0.0,0.0,2.9629629,2.20022,0.0,0.0,0.0,0.0,0.0,0.0
sym-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cpn-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-32,0.0,0.0,0.0,0.0,2.540005,0.0,0.0,0.0,0.0,0.0
tbp-1,0.0,1.8325087,0.0,2.20022,2.540005,2.462751,4.258037,1.8649758,0.0,2.145923
ttx-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-27,0.0,0.0,12.839505,15.401541,0.0,0.0,0.0,1.8649758,0.0,0.0
mab-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vab-3,0.0,0.0,0.0,0.0,0.0,1.2313755,0.0,0.0,0.0,0.0
ceh-2,0.0,0.0,0.0,2.20022,0.0,0.0,0.0,0.0,0.0,0.0
lim-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5949273,0.0,0.0
ces-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snai-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
egrh-3,1.2257906,0.0,0.98765427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y75B8A.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dmd-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hlh-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hlh-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mxl-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hlh-30,0.0,0.91625434,0.0,0.0,2.540005,0.0,0.0,7.4599032,0.0,0.0
nsy-7,0.0,2.748763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fos-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pie-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8649758,0.0,0.0
athp-3,0.0,0.0,0.0,0.0,0.0,1.2313755,0.0,0.0,0.0,0.0
unc-30,2.4515812,5.497526,0.98765427,4.40044,7.620015,0.0,0.0,3.7299516,8.857396,2.145923
nhr-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lin-1,0.0,0.0,1.9753085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fax-1,0.0,0.0,0.0,0.0,0.0,3.6941264,0.0,0.0,0.0,0.0
lin-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maf-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fkh-2,14.709487,26.571375,0.98765427,0.0,0.0,27.09026,36.193314,0.0,0.0,40.772533
nhr-2,8.580534,10.078797,5.9259257,6.6006603,2.540005,1.2313755,2.1290185,7.4599032,6.6430473,4.291846
sox-2,1.2257906,0.0,0.0,0.0,0.0,1.2313755,0.0,0.0,0.0,0.0
mab-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
egl-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elf-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
klf-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
php-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-20,2.4515812,0.0,0.98765427,2.20022,0.0,2.462751,0.0,0.0,2.214349,0.0
cog-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-38,0.0,5.497526,3.950617,4.40044,2.540005,1.2313755,0.0,0.0,4.428698,0.0
ceh-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
egrh-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pha-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elt-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skn-1,1.2257906,0.0,0.98765427,0.0,2.540005,3.6941264,0.0,0.0,2.214349,0.0
unc-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.857396,0.0
elt-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mef-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mab-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snpc-4,1.2257906,0.91625434,1.9753085,0.0,5.08001,1.2313755,2.1290185,1.8649758,4.428698,0.0
che-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hlh-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crh-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.145923
ceh-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nob-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bed-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hlh-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y44A6D.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y48G1C.6,0.0,0.91625434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
atf-2,0.0,0.0,0.0,0.0,2.540005,0.0,0.0,0.0,0.0,0.0
atf-6,0.0,0.0,0.98765427,0.0,0.0,1.2313755,0.0,0.0,2.214349,0.0
atf-7,0.0,0.0,0.0,2.20022,0.0,3.6941264,0.0,0.0,4.428698,0.0
zip-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jun-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zip-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8649758,0.0,0.0
zip-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crh-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zip-11,2.4515812,0.0,0.0,2.20022,2.540005,0.0,0.0,0.0,0.0,0.0
hpo-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
die-1,4.9031625,6.41378,1.9753085,4.40044,12.700026,2.462751,6.3870554,11.189855,0.0,4.291846
egl-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ham-2,0.0,0.0,0.0,0.0,2.540005,0.0,0.0,0.0,0.0,0.0
lin-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lin-48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lsy-2,3.6773717,5.497526,0.98765427,2.20022,0.0,2.462751,12.774111,3.7299516,0.0,0.0
mnm-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
klf-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
odd-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pag-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pat-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref-2,0.0,2.748763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
egrh-1,1.2257906,0.91625434,0.0,0.0,0.0,1.2313755,2.1290185,0.0,0.0,2.145923
F10B5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lsy-27,7.3547435,8.246289,6.91358,24.202421,30.48006,7.3882527,4.258037,20.514734,6.6430473,8.583692
F52B5.7,2.4515812,0.91625434,1.9753085,4.40044,5.08001,0.0,0.0,0.0,2.214349,2.145923
lsl-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K11D2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ztf-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ztf-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T22C8.4,0.0,0.0,0.98765427,0.0,0.0,0.0,0.0,0.0,2.214349,0.0
ztf-6,0.0,0.0,0.0,0.0,0.0,2.462751,0.0,0.0,0.0,0.0
sptf-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y53H1A.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slr-2,1.2257906,0.91625434,0.98765427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ztf-29,1.2257906,2.748763,0.0,0.0,2.540005,0.0,2.1290185,0.0,4.428698,0.0
ztf-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
klu-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B0310.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C46E10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ztf-3,0.0,0.91625434,2.9629629,2.20022,0.0,0.0,0.0,0.0,0.0,0.0
bcl-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ztf-16,3.6773717,5.497526,1.9753085,4.40044,0.0,9.851004,8.516074,0.0,6.6430473,4.291846
klu-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syd-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bnc-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scrt-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ztf-11,2.4515812,10.995052,0.98765427,2.20022,0.0,14.776505,6.3870554,1.8649758,4.428698,8.583692
mex-6,0.0,0.0,0.98765427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mab-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dmd-6,0.0,0.91625434,0.0,0.0,0.0,1.2313755,0.0,0.0,0.0,2.145923
dmd-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dmd-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dmd-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dmd-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dmd-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
efl-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fkh-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fkh-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
egl-18,1.2257906,0.0,0.0,0.0,0.0,2.462751,0.0,3.7299516,0.0,0.0
end-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
end-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
med-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-36,6.128953,6.41378,3.950617,13.201321,2.540005,1.2313755,8.516074,5.5949273,6.6430473,6.4377685
ceh-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eyg-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsf-1,1.2257906,0.0,0.98765427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madf-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unc-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daf-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-1,1.2257906,0.0,0.0,0.0,0.0,0.0,4.258037,0.0,0.0,0.0
nhr-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-4,0.0,0.0,0.0,0.0,0.0,1.2313755,0.0,0.0,0.0,0.0
nhr-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-66,0.0,1.8325087,0.0,0.0,0.0,1.2313755,0.0,0.0,0.0,0.0
nhr-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pax-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mbr-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pros-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daf-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
egl-13,1.2257906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gei-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pop-1,0.0,0.0,0.98765427,0.0,2.540005,0.0,0.0,0.0,0.0,2.145923
tbx-33,0.0,0.0,0.0,0.0,2.540005,0.0,0.0,1.8649758,0.0,0.0
tbx-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tbx-43,2.4515812,0.91625434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fkh-7,0.0,0.0,0.0,0.0,0.0,1.2313755,0.0,0.0,0.0,2.145923
tbx-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hlh-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lin-54,0.0,0.91625434,1.9753085,0.0,2.540005,1.2313755,0.0,1.8649758,2.214349,2.145923
lin-28,0.0,1.8325087,0.98765427,0.0,0.0,2.462751,0.0,0.0,0.0,2.145923
nhr-132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cfi-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ces-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8649758,0.0,0.0
zip-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unc-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eor-1,7.3547435,1.8325087,2.9629629,6.6006603,5.08001,1.2313755,2.1290185,1.8649758,0.0,0.0
ztf-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ztf-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cey-1,6.128953,1.8325087,2.9629629,0.0,5.08001,6.1568775,2.1290185,1.8649758,8.857396,0.0
ceh-48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.214349,0.0
daf-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
irx-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pal-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pha-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unc-62,2.4515812,2.748763,1.9753085,8.80088,5.08001,4.925502,0.0,7.4599032,8.857396,6.4377685
ceh-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unc-86,0.0,0.0,0.98765427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madf-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madf-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-10,0.0,0.91625434,0.0,0.0,0.0,1.2313755,0.0,0.0,0.0,0.0
nhr-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
npax-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spe-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.214349,0.0
sem-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
athp-1,0.0,0.91625434,0.0,0.0,0.0,1.2313755,0.0,0.0,0.0,0.0
elt-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mdl-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blmp-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
egl-27,0.0,0.91625434,1.9753085,2.20022,0.0,3.6941264,6.3870554,1.8649758,2.214349,2.145923
nhr-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dpl-1,0.0,3.6650174,1.9753085,0.0,0.0,0.0,2.1290185,0.0,2.214349,4.291846
egl-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hlh-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-239,2.4515812,0.0,0.98765427,0.0,0.0,0.0,0.0,1.8649758,0.0,0.0
atf-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8649758,0.0,0.0
M03D4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lin-31,0.0,0.0,0.0,0.0,0.0,0.0,2.1290185,0.0,0.0,0.0
odr-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hlh-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zfh-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8649758,0.0,0.0
egl-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sma-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tbx-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cdc-5L,3.6773717,3.6650174,5.9259257,4.40044,2.540005,1.2313755,0.0,5.5949273,0.0,2.145923
fezf-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fkh-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pax-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
efl-3,0.0,0.0,0.0,0.0,0.0,1.2313755,0.0,1.8649758,0.0,0.0
dpy-27,0.0,0.0,0.98765427,0.0,7.620015,0.0,4.258037,0.0,0.0,4.291846
zip-7,0.0,0.0,0.0,0.0,0.0,1.2313755,0.0,1.8649758,0.0,0.0
elt-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tbx-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hmg-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hlh-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
efl-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.145923
hlh-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xbp-1,0.0,1.8325087,0.98765427,0.0,0.0,4.925502,0.0,0.0,0.0,2.145923
cebp-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
atf-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lin-15B,1.2257906,4.5812716,3.950617,2.20022,0.0,1.2313755,17.032148,1.8649758,2.214349,6.4377685
