,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5
mex-6,0.0,0.0,0.0,0.0,0.0,0.0
mab-23,0.0,0.0,0.0,0.0,0.0,0.0
dmd-6,0.0,0.0,0.0,4.255319,0.0,0.0
dmd-4,0.0,0.0,0.0,0.0,0.0,0.0
dmd-10,0.0,0.0,0.0,0.0,0.0,0.0
dmd-3,0.0,0.0,0.0,0.0,0.0,0.0
dmd-5,0.0,0.0,0.0,0.0,0.0,0.0
dmd-8,0.0,0.0,0.0,0.0,0.0,0.0
efl-2,0.0,0.0,0.0,0.0,0.0,0.0
fkh-9,0.0,0.0,0.0,0.0,0.0,0.0
fkh-6,0.0,0.0,0.0,0.0,0.0,0.0
egl-18,0.0,0.0,0.0,0.0,0.0,1.5956599
end-1,0.0,0.0,0.0,0.0,0.0,0.0
end-3,0.0,0.0,0.0,0.0,0.0,0.0
med-1,0.0,0.0,0.0,0.0,0.0,0.0
ceh-23,0.0,0.0,0.0,0.0,0.0,0.0
ceh-36,0.0,0.0,0.0,0.0,0.0,0.0
ceh-37,0.0,0.0,0.0,0.0,0.0,0.0
ceh-57,0.0,0.0,0.0,0.0,0.0,0.0
ceh-58,1.8580452,1.9080328,0.0,0.0,0.0,1.5956599
ceh-90,0.0,0.0,0.0,0.0,0.0,0.0
eyg-1,0.0,0.0,0.0,0.0,0.0,0.0
ceh-18,0.0,0.0,0.0,0.0,0.0,0.0
hsf-1,0.0,0.0,0.0,0.0,0.0,0.0
madf-4,0.0,0.0,0.0,0.0,0.0,0.0
unc-120,0.0,0.0,0.0,0.0,0.0,0.0
daf-12,0.0,0.0,0.0,0.0,0.0,0.0
nhr-1,0.0,0.0,0.0,0.0,0.0,0.0
nhr-3,0.0,0.0,0.0,0.0,0.0,0.0
nhr-7,0.0,0.0,0.0,0.0,0.0,0.0
nhr-4,0.0,0.0,0.0,0.0,0.0,0.0
nhr-42,0.0,0.0,0.0,0.0,0.0,0.0
nhr-46,1.8580452,0.0,3.3311129,4.255319,0.0,1.5956599
nhr-66,0.0,0.0,0.0,0.0,0.0,0.0
nhr-12,0.0,0.0,0.0,0.0,0.0,0.0
nhr-104,0.0,0.0,0.0,4.255319,0.0,0.0
nhr-120,0.0,0.0,0.0,0.0,0.0,0.0
nhr-60,0.0,0.0,0.0,0.0,0.0,0.0
nhr-44,0.0,0.0,0.0,0.0,0.0,0.0
nhr-54,0.0,0.0,0.0,0.0,0.0,0.0
nhr-216,0.0,0.0,0.0,0.0,0.0,0.0
pax-2,0.0,0.0,0.0,0.0,0.0,0.0
mbr-1,0.0,0.0,0.0,0.0,0.0,0.0
pros-1,0.0,0.0,0.0,0.0,0.0,0.0
daf-19,0.0,0.0,0.0,0.0,3.5893753,1.5956599
egl-13,0.0,0.0,0.0,0.0,0.0,0.0
gei-3,0.0,0.0,0.0,0.0,0.0,0.0
pop-1,0.0,0.0,0.0,0.0,0.0,1.5956599
tbx-33,0.0,0.0,0.0,0.0,0.0,0.0
tbx-37,0.0,0.0,0.0,0.0,0.0,0.0
tbx-43,0.0,0.0,0.0,0.0,0.0,0.0
fkh-7,0.0,0.0,0.0,0.0,0.0,1.5956599
tbx-2,0.0,0.0,0.0,0.0,0.0,0.0
hlh-25,0.0,0.0,0.0,0.0,0.0,0.0
lin-54,0.0,0.0,0.0,0.0,0.0,1.5956599
lin-28,3.7160904,1.9080328,3.3311129,4.255319,7.1787505,0.0
nhr-132,0.0,0.0,0.0,0.0,0.0,0.0
nhr-6,0.0,0.0,0.0,0.0,0.0,0.0
cfi-1,0.0,0.0,0.0,0.0,0.0,0.0
ces-2,0.0,0.0,0.0,0.0,0.0,0.0
zip-8,0.0,0.0,0.0,2.1276596,0.0,0.0
unc-4,0.0,0.0,0.0,0.0,0.0,0.0
eor-1,3.7160904,0.0,0.0,2.1276596,0.0,3.1913197
ztf-2,0.0,0.0,0.0,0.0,0.0,0.0
ztf-28,0.0,0.0,0.0,0.0,0.0,0.0
cey-1,0.0,3.8160655,3.3311129,14.893617,7.1787505,11.169619
ceh-48,0.0,0.0,0.0,0.0,0.0,0.0
daf-16,0.0,0.0,0.0,0.0,0.0,0.0
ceh-7,0.0,0.0,0.0,0.0,0.0,0.0
irx-1,0.0,0.0,0.0,14.893617,0.0,0.0
ceh-10,0.0,0.0,0.0,0.0,0.0,0.0
ceh-16,0.0,0.0,0.0,0.0,0.0,0.0
ceh-24,0.0,0.0,0.0,0.0,0.0,0.0
pal-1,0.0,0.0,0.0,0.0,0.0,0.0
pha-2,0.0,0.0,0.0,0.0,0.0,0.0
unc-62,0.0,1.9080328,0.0,0.0,0.0,3.1913197
ceh-54,0.0,0.0,0.0,0.0,0.0,0.0
ceh-9,0.0,0.0,0.0,0.0,0.0,0.0
unc-86,0.0,1.9080328,0.0,0.0,0.0,0.0
madf-5,0.0,0.0,0.0,0.0,0.0,0.0
madf-9,0.0,0.0,0.0,0.0,0.0,0.0
nhr-18,0.0,0.0,0.0,0.0,0.0,0.0
nhr-130,0.0,0.0,0.0,0.0,0.0,0.0
nhr-10,0.0,3.8160655,3.3311129,0.0,0.0,0.0
nhr-84,0.0,0.0,0.0,2.1276596,0.0,0.0
nhr-145,0.0,1.9080328,3.3311129,0.0,0.0,0.0
nhr-36,0.0,0.0,0.0,0.0,0.0,0.0
nhr-55,0.0,0.0,0.0,0.0,0.0,0.0
nhr-79,0.0,0.0,0.0,0.0,0.0,0.0
npax-1,0.0,0.0,0.0,0.0,0.0,0.0
spe-44,0.0,0.0,0.0,0.0,0.0,0.0
sem-2,0.0,0.0,0.0,0.0,0.0,0.0
athp-1,0.0,0.0,0.0,0.0,0.0,0.0
elt-3,0.0,0.0,0.0,0.0,0.0,0.0
mdl-1,0.0,0.0,0.0,0.0,0.0,0.0
blmp-1,0.0,0.0,0.0,0.0,0.0,0.0
egl-27,0.0,1.9080328,6.6622257,4.255319,0.0,0.0
nhr-25,0.0,1.9080328,0.0,2.1276596,7.1787505,1.5956599
dpl-1,3.7160904,0.0,3.3311129,0.0,3.5893753,4.7869797
egl-5,0.0,0.0,0.0,0.0,0.0,0.0
hlh-10,0.0,0.0,0.0,0.0,0.0,0.0
nhr-239,0.0,0.0,0.0,0.0,0.0,0.0
atf-5,0.0,0.0,0.0,0.0,0.0,1.5956599
M03D4.4,0.0,0.0,0.0,0.0,0.0,0.0
lin-31,0.0,0.0,0.0,0.0,0.0,0.0
odr-7,0.0,0.0,0.0,0.0,0.0,0.0
hlh-27,0.0,0.0,0.0,0.0,0.0,0.0
ceh-74,1.8580452,0.0,3.3311129,0.0,0.0,1.5956599
zfh-2,0.0,0.0,0.0,0.0,0.0,0.0
egl-38,0.0,0.0,0.0,0.0,0.0,0.0
sma-4,0.0,0.0,0.0,0.0,0.0,0.0
tbx-40,0.0,0.0,0.0,0.0,0.0,0.0
cdc-5L,1.8580452,1.9080328,0.0,0.0,3.5893753,4.7869797
fezf-1,0.0,0.0,0.0,0.0,0.0,0.0
ref-1,0.0,0.0,0.0,0.0,0.0,0.0
fkh-10,0.0,0.0,0.0,0.0,0.0,0.0
pax-1,0.0,0.0,0.0,0.0,0.0,0.0
efl-3,0.0,0.0,0.0,2.1276596,0.0,0.0
dpy-27,1.8580452,0.0,0.0,2.1276596,3.5893753,1.5956599
zip-7,0.0,0.0,0.0,0.0,0.0,0.0
elt-7,0.0,0.0,0.0,0.0,0.0,0.0
nhr-5,0.0,0.0,0.0,0.0,0.0,0.0
nhr-65,0.0,0.0,0.0,0.0,0.0,0.0
tbx-39,0.0,0.0,0.0,0.0,0.0,0.0
hmg-12,3.7160904,0.0,0.0,0.0,0.0,0.0
hlh-28,0.0,0.0,0.0,0.0,0.0,0.0
efl-1,0.0,1.9080328,0.0,0.0,0.0,0.0
hlh-16,0.0,1.9080328,0.0,0.0,0.0,0.0
xbp-1,0.0,3.8160655,3.3311129,8.510638,3.5893753,0.0
cebp-1,0.0,0.0,0.0,0.0,0.0,0.0
atf-8,0.0,0.0,0.0,0.0,0.0,0.0
lin-15B,1.8580452,3.8160655,6.6622257,2.1276596,3.5893753,1.5956599
