,cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12
ocr-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
atf-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6683351,0.0,0.0,0.0,0.0
zig-8,0.0,0.0,0.0,0.0,0.0,0.4668098,0.0,0.0,0.0,4.7453337,3.1806617,0.0,0.0
ZK643.2,2.257846,1.0946907,5.0887346,5.3951983,0.0,1.4004295,5.222235,8.45666,10.010011,4.7453337,1.5903308,0.0,0.0
cki-2,0.0,0.0,0.6360918,0.0,0.0,0.4668098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ptb-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y48C3A.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unc-86,0.0,1.0946907,0.0,0.0,0.0,0.0,0.0,0.0,5.0050054,0.0,0.0,0.0,0.0
unc-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aakg-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lpr-4,0.0,0.0,0.6360918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13F10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5817779,0.0,0.0,0.0
gst-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6683351,0.0,0.0,0.0,0.0
T14B1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6683351,0.0,1.5903308,0.0,0.0
grl-10,0.0,0.0,0.0,0.0,0.0,0.0,0.58024836,0.0,0.0,0.0,0.0,0.0,0.0
F07C6.4,0.0,0.0,0.6360918,0.0,0.0,0.4668098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5903308,0.0,0.0
mec-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1159469,0.0
lpr-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gcy-36,0.0,0.0,0.0,0.0,0.0,0.0,0.58024836,0.0,0.0,0.0,0.0,0.0,0.0
gst-20,0.0,0.0,2.5443673,0.0,1.8882174,0.0,1.7407451,0.0,1.6683351,0.0,1.5903308,3.3478408,1.890538
sol-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7453337,0.0,0.0,0.0
ets-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5903308,0.0,0.0
T03G11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5903308,0.0,0.0
pde-1,0.0,0.0,0.0,0.0,0.0,0.0,1.1604967,0.0,0.0,0.0,0.0,0.0,0.0
fbn-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.114165,0.0,0.0,0.0,2.2318938,0.0
ceh-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sqt-3,0.0,0.0,0.0,0.0,9.441087,0.0,0.0,0.0,0.0,0.0,0.0,1.1159469,0.0
pmt-2,0.0,0.0,0.0,0.0,0.0,0.0,0.58024836,0.0,0.0,0.0,0.0,0.0,0.0
ZK1067.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C04F12.5,0.0,0.0,0.6360918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strl-1,0.7526154,0.0,0.6360918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1159469,0.0
F58H10.1,0.0,2.1893814,0.0,0.0,0.0,0.4668098,0.0,0.0,0.0,0.0,1.5903308,0.0,0.0
mab-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5903308,0.0,0.0
C50B8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0050054,0.0,0.0,1.1159469,0.945269
unc-15,0.0,0.0,0.0,2.6975992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F09G8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5817779,0.0,0.0,0.0
ast-1,0.0,0.0,0.0,0.0,0.0,0.4668098,0.0,0.0,3.3366702,0.0,0.0,0.0,0.0
swip-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
msa-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nuc-1,0.7526154,1.0946907,0.0,0.0,1.8882174,0.0,0.0,4.22833,1.6683351,3.1635559,3.1806617,1.1159469,0.0
T04G9.4,0.0,0.0,0.0,0.0,1.8882174,0.4668098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eva-1,0.0,0.0,0.0,0.0,1.8882174,0.0,0.0,0.0,3.3366702,1.5817779,0.0,1.1159469,0.0
F14B4.1,0.0,0.0,0.0,0.0,1.8882174,0.0,0.0,2.114165,0.0,0.0,0.0,0.0,0.0
C26B9.3,0.0,0.0,0.0,5.3951983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cka-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catp-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZC21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K10D3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.945269
F32H5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lpr-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1159469,0.0
Y41G9A.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tsp-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5817779,6.3613234,0.0,0.0
arl-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6683351,1.5817779,0.0,0.0,0.0
cla-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rhgf-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F39B2.8,0.0,0.0,0.0,0.0,0.0,0.4668098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C31C9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
asp-4,0.0,28.46196,0.0,0.0,41.540783,0.0,0.0,2.114165,1.6683351,1.5817779,0.0,3.3478408,0.0
pdl-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unc-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lgc-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6683351,0.0,0.0,0.0,0.0
C53A3.2,0.0,0.0,0.0,2.6975992,0.0,0.4668098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F16H11.1,0.0,0.0,0.0,2.6975992,0.0,0.0,0.58024836,0.0,0.0,0.0,0.0,1.1159469,0.0
R02D3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agr-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y37D8A.2,0.7526154,0.0,0.6360918,0.0,0.0,0.0,0.0,0.0,0.0,1.5817779,0.0,0.0,0.0
ace-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enpl-1,7.5261536,4.3787627,2.5443673,0.0,1.8882174,1.8672392,0.58024836,2.114165,3.3366702,6.3271117,3.1806617,0.0,4.726345
psa-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bbs-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6683351,0.0,0.0,0.0,0.0
unc-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9516544,0.0,0.0
dhs-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F58F9.1,0.7526154,0.0,0.6360918,0.0,0.0,0.0,0.58024836,0.0,0.0,0.0,0.0,0.0,0.0
ceh-37,0.7526154,0.0,2.5443673,0.0,1.8882174,0.0,0.0,0.0,5.0050054,11.072445,6.3613234,0.0,0.0
pqn-44,0.7526154,2.1893814,0.0,0.0,3.776435,1.8672392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R12B2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lag-1,1.5052308,1.0946907,0.0,2.6975992,0.0,0.0,1.1604967,4.22833,0.0,1.5817779,0.0,0.0,0.0
cutl-20,0.0,1.0946907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pcrg-1,0.0,0.0,0.6360918,0.0,0.0,0.9336196,0.58024836,2.114165,1.6683351,0.0,3.1806617,0.0,0.0
nhr-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5903308,0.0,0.0
K06A4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daf-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lin-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5903308,0.0,0.0
sams-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02A10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F32D1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osm-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6683351,0.0,0.0,0.0,0.0
lbp-3,0.0,2.1893814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1159469,0.0
wrt-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1159469,0.0
C16B8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inx-12,0.0,1.0946907,0.0,0.0,0.0,0.4668098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gcy-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saeg-1,0.0,0.0,0.6360918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1054.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fbxa-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-270,0.0,0.0,0.0,0.0,0.0,0.4668098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cof-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T19D12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flp-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D2092.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lin-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C44C1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tbc-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6683351,0.0,1.5903308,0.0,0.0
C17G1.5,1.5052308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sym-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6683351,0.0,0.0,0.0,0.0
cpn-3,0.0,0.0,0.0,0.0,3.776435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-32,9.031384,0.0,1.9082755,0.0,1.8882174,0.0,0.0,0.0,11.678346,9.490667,15.903309,0.0,0.0
tbp-1,0.0,1.0946907,0.0,0.0,1.8882174,1.4004295,0.0,0.0,0.0,1.5817779,0.0,1.1159469,0.0
ttx-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-27,0.0,0.0,0.0,2.6975992,0.0,0.0,0.0,0.0,1.6683351,0.0,1.5903308,0.0,0.0
mab-5,0.7526154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vab-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lim-7,2.257846,0.0,1.9082755,0.0,0.0,0.4668098,0.0,2.114165,0.0,1.5817779,11.132316,0.0,0.0
ceh-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ces-1,0.0,0.0,0.0,0.0,5.6646523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snai-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
egrh-3,1.5052308,0.0,0.6360918,2.6975992,0.0,1.8672392,1.1604967,0.0,0.0,0.0,1.5903308,1.1159469,0.0
Y75B8A.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dmd-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hlh-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hlh-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mxl-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hlh-30,0.0,2.1893814,0.6360918,0.0,0.0,0.0,0.58024836,0.0,0.0,0.0,0.0,1.1159469,0.0
nsy-7,0.7526154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890538
fos-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pie-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
athp-3,0.7526154,0.0,0.0,2.6975992,0.0,0.9336196,2.3209934,2.114165,0.0,0.0,0.0,2.2318938,1.890538
unc-30,0.0,1.0946907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5817779,0.0,0.0,0.0
nhr-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lin-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fax-1,0.0,0.0,0.0,0.0,0.0,0.0,0.58024836,0.0,0.0,6.3271117,0.0,0.0,0.0
lin-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maf-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fkh-2,0.0,0.0,0.0,2.6975992,0.0,0.4668098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-2,4.515692,3.2840722,3.1804593,2.6975992,11.329305,5.601718,2.9012418,10.570825,1.6683351,3.1635559,1.5903308,4.4637876,5.6716137
sox-2,0.0,0.0,0.0,0.0,0.0,0.0,0.58024836,0.0,6.6733403,0.0,0.0,0.0,0.0
mab-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
egl-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elf-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
klf-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
php-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-20,1.5052308,0.0,0.6360918,0.0,0.0,0.4668098,0.0,0.0,0.0,0.0,0.0,1.1159469,0.945269
cog-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhr-67,0.7526154,0.0,0.0,0.0,0.0,0.9336196,0.0,0.0,0.0,0.0,3.1806617,0.0,0.0
nhr-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-38,0.0,2.1893814,1.2721837,0.0,0.0,1.4004295,1.7407451,0.0,0.0,0.0,3.1806617,1.1159469,0.945269
ceh-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
egrh-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pha-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5903308,0.0,0.0
elt-1,1.5052308,1.0946907,0.0,0.0,0.0,2.800859,0.0,0.0,0.0,0.0,0.0,3.3478408,0.0
skn-1,0.0,0.0,0.6360918,0.0,0.0,0.0,0.58024836,0.0,3.3366702,0.0,0.0,1.1159469,0.0
unc-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3271117,0.0,0.0,0.0
elt-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mef-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mab-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snpc-4,0.0,6.5681443,0.6360918,2.6975992,0.0,0.9336196,1.7407451,0.0,0.0,0.0,1.5903308,1.1159469,0.0
che-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hlh-1,0.7526154,0.0,0.0,0.0,0.0,0.4668098,0.58024836,0.0,0.0,0.0,1.5903308,0.0,0.0
crh-1,0.0,0.0,0.6360918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceh-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nob-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5903308,0.0,0.0
bed-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hlh-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y44A6D.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y48G1C.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1159469,0.945269
atf-2,0.0,0.0,0.0,0.0,0.0,0.0,0.58024836,0.0,1.6683351,0.0,0.0,0.0,0.0
atf-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5817779,0.0,1.1159469,0.945269
atf-7,0.0,1.0946907,1.2721837,0.0,3.776435,0.0,0.0,0.0,0.0,1.5817779,0.0,1.1159469,0.0
zip-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jun-1,0.7526154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zip-10,0.0,0.0,0.0,0.0,0.0,0.0,0.58024836,0.0,0.0,0.0,0.0,0.0,0.0
zip-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crh-2,0.0,0.0,1.2721837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1159469,0.0
zip-11,0.7526154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1159469,0.0
hpo-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
die-1,0.0,0.0,1.2721837,2.6975992,0.0,3.2676687,2.3209934,14.799154,0.0,3.1635559,3.1806617,5.5797343,4.726345
egl-43,0.0,0.0,0.0,0.0,0.0,0.4668098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ham-2,0.0,0.0,0.0,0.0,0.0,0.0,0.58024836,0.0,0.0,0.0,0.0,0.0,0.0
lin-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lin-48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lsy-2,0.0,0.0,0.6360918,0.0,1.8882174,1.4004295,0.58024836,0.0,0.0,1.5817779,0.0,1.1159469,1.890538
mnm-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
klf-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
odd-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pag-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pat-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
egrh-1,0.0,0.0,0.0,0.0,0.0,0.4668098,0.0,0.0,0.0,0.0,0.0,1.1159469,0.0
F10B5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lsy-27,50.42523,21.893814,53.431713,78.23038,49.093655,49.481842,43.518627,84.5666,50.050053,71.18001,82.697205,60.26113,63.33302
F52B5.7,1.5052308,1.0946907,0.6360918,2.6975992,5.6646523,2.800859,1.1604967,8.45666,0.0,0.0,0.0,2.2318938,1.890538
lsl-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K11D2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ztf-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ztf-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.945269
T22C8.4,0.0,0.0,0.0,0.0,0.0,0.4668098,0.0,0.0,0.0,3.1635559,0.0,1.1159469,0.0
ztf-6,0.7526154,2.1893814,0.0,0.0,1.8882174,0.0,0.0,2.114165,0.0,0.0,0.0,0.0,0.0
sptf-3,0.0,0.0,0.0,0.0,0.0,0.4668098,0.0,2.114165,0.0,0.0,0.0,0.0,0.0
Y53H1A.2,0.0,0.0,0.0,0.0,0.0,0.0,0.58024836,0.0,0.0,0.0,0.0,0.0,0.0
slr-2,0.0,0.0,0.0,0.0,0.0,1.4004295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ztf-29,1.5052308,1.0946907,0.6360918,0.0,0.0,0.0,0.0,0.0,0.0,1.5817779,0.0,1.1159469,0.0
ztf-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
klu-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B0310.2,0.7526154,0.0,1.2721837,0.0,0.0,2.3340492,1.1604967,2.114165,0.0,0.0,0.0,0.0,0.945269
C46E10.8,0.7526154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ztf-3,1.5052308,1.0946907,0.0,0.0,0.0,1.4004295,0.0,0.0,3.3366702,1.5817779,1.5903308,1.1159469,0.945269
bcl-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ztf-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22833,0.0,3.1635559,1.5903308,0.0,0.0
klu-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syd-9,0.0,0.0,0.6360918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3478408,0.945269
bnc-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scrt-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ztf-11,2.257846,2.1893814,1.2721837,2.6975992,3.776435,1.4004295,0.58024836,4.22833,5.0050054,4.7453337,0.0,1.1159469,2.8358068
mex-6,0.0,0.0,0.6360918,0.0,0.0,0.0,0.58024836,0.0,1.6683351,0.0,0.0,0.0,0.0
mab-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dmd-6,0.0,0.0,0.0,0.0,0.0,0.0,0.58024836,0.0,0.0,0.0,0.0,0.0,0.0
dmd-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dmd-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dmd-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dmd-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5817779,0.0,0.0,0.0
dmd-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
